filename,aligner,dseq
ENSG00000000003.fasta,mar-ecm,0.000376789751318764
ENSG00000000003.fasta,clustalo,0.000376789751318764
ENSG00000000003.fasta,macse,0.000376789751318764
ENSG00000000003.fasta,mafft,0.000376789751318764
ENSG00000000003.fasta,prank,0.000376789751318764
ENSG00000000005.fasta,mar-ecm,0.00348712446351931
ENSG00000000005.fasta,clustalo,0.0324570815450644
ENSG00000000005.fasta,macse,0.0324570815450644
ENSG00000000005.fasta,mafft,0.0324570815450644
ENSG00000000005.fasta,prank,0.000268240343347639
ENSG00000000460.fasta,mar-ecm,9.8599881680142e-05
ENSG00000000460.fasta,clustalo,9.8599881680142e-05
ENSG00000000460.fasta,macse,9.8599881680142e-05
ENSG00000000460.fasta,mafft,9.8599881680142e-05
ENSG00000000460.fasta,prank,9.8599881680142e-05
ENSG00000000938.fasta,mar-ecm,0.000157035175879397
ENSG00000000938.fasta,clustalo,0.00109924623115578
ENSG00000000938.fasta,macse,0.000157035175879397
ENSG00000000938.fasta,mafft,0.000157035175879397
ENSG00000000938.fasta,prank,0.000157035175879397
ENSG00000001084.fasta,mar-ecm,0.00174122689525851
ENSG00000001084.fasta,clustalo,0.0001339405304045
ENSG00000001084.fasta,macse,0.0001339405304045
ENSG00000001084.fasta,mafft,0.0001339405304045
ENSG00000001084.fasta,prank,0.0001339405304045
ENSG00000001460.fasta,mar-ecm,0.00199657729606389
ENSG00000001460.fasta,clustalo,0.318026240730177
ENSG00000001460.fasta,macse,0.000285225328009127
ENSG00000001460.fasta,mafft,0.000285225328009127
ENSG00000001460.fasta,prank,0.000285225328009127
ENSG00000001561.fasta,mar-ecm,0.00138999205718824
ENSG00000001561.fasta,clustalo,0.132843526608419
ENSG00000001561.fasta,macse,0.0530182684670373
ENSG00000001561.fasta,mafft,0.126092136616362
ENSG00000001561.fasta,prank,0.00218427323272438
ENSG00000001617.fasta,mar-ecm,0.000105932203389831
ENSG00000001617.fasta,clustalo,0.0024364406779661
ENSG00000001617.fasta,macse,0.000741525423728814
ENSG00000001617.fasta,mafft,0.000105932203389831
ENSG00000001617.fasta,prank,0.000741525423728814
ENSG00000001630.fasta,mar-ecm,0.000151194436044754
ENSG00000001630.fasta,clustalo,0.000151194436044754
ENSG00000001630.fasta,macse,0.000151194436044754
ENSG00000001630.fasta,mafft,0.000151194436044754
ENSG00000001630.fasta,prank,0.000151194436044754
ENSG00000001631.fasta,mar-ecm,9.08100254268071e-05
ENSG00000001631.fasta,clustalo,0.00281511078823102
ENSG00000001631.fasta,macse,0.00063567017798765
ENSG00000001631.fasta,mafft,9.08100254268071e-05
ENSG00000001631.fasta,prank,0.00063567017798765
ENSG00000002016.fasta,mar-ecm,0.00219210840972499
ENSG00000002016.fasta,clustalo,0.0141490633718613
