filename,aligner,dseq
ENSG00000000003.fasta,tri-mg,0.000376789751318764
ENSG00000000003.fasta,clustalo,0.000376789751318764
ENSG00000000003.fasta,macse,0.000376789751318764
ENSG00000000003.fasta,mafft,0.000376789751318764
ENSG00000000003.fasta,prank,0.000376789751318764
ENSG00000000005.fasta,tri-mg,0.000408163265306122
ENSG00000000005.fasta,clustalo,0.000408163265306122
ENSG00000000005.fasta,macse,0.000408163265306122
ENSG00000000005.fasta,mafft,0.000408163265306122
ENSG00000000005.fasta,prank,0.000408163265306122
ENSG00000000460.fasta,tri-mg,9.97207818109294e-05
ENSG00000000460.fasta,clustalo,9.97207818109294e-05
ENSG00000000460.fasta,macse,9.97207818109294e-05
ENSG00000000460.fasta,mafft,9.97207818109294e-05
ENSG00000000460.fasta,prank,9.97207818109294e-05
ENSG00000000938.fasta,tri-mg,0.000157035175879397
ENSG00000000938.fasta,clustalo,0.00109924623115578
ENSG00000000938.fasta,macse,0.000157035175879397
ENSG00000000938.fasta,mafft,0.000157035175879397
ENSG00000000938.fasta,prank,0.000157035175879397
ENSG00000001084.fasta,tri-mg,0.0001339405304045
ENSG00000001084.fasta,clustalo,0.0001339405304045
ENSG00000001084.fasta,macse,0.0001339405304045
ENSG00000001084.fasta,mafft,0.0001339405304045
ENSG00000001084.fasta,prank,0.0001339405304045
ENSG00000001460.fasta,tri-mg,0.000241429261226461
ENSG00000001460.fasta,clustalo,0.000241429261226461
ENSG00000001460.fasta,macse,0.000241429261226461
ENSG00000001460.fasta,mafft,0.000241429261226461
ENSG00000001460.fasta,prank,0.000241429261226461
ENSG00000001561.fasta,tri-mg,0.00127041742286751
ENSG00000001561.fasta,clustalo,0.00453720508166969
ENSG00000001561.fasta,macse,0.00235934664246824
ENSG00000001561.fasta,mafft,0.000181488203266788
ENSG00000001561.fasta,prank,0.00235934664246824
ENSG00000001617.fasta,tri-mg,0.000105932203389831
ENSG00000001617.fasta,clustalo,0.000105932203389831
ENSG00000001617.fasta,macse,0.000741525423728814
ENSG00000001617.fasta,mafft,0.000105932203389831
ENSG00000001617.fasta,prank,0.000741525423728814
ENSG00000001630.fasta,tri-mg,0.000166944908180301
ENSG00000001630.fasta,clustalo,0.000166944908180301
ENSG00000001630.fasta,macse,0.000166944908180301
ENSG00000001630.fasta,mafft,0.000166944908180301
ENSG00000001630.fasta,prank,0.000166944908180301
ENSG00000001631.fasta,tri-mg,0.000112892300745089
ENSG00000001631.fasta,clustalo,0.00643486114247008
ENSG00000001631.fasta,macse,0.000790246105215624
ENSG00000001631.fasta,mafft,0.000112892300745089
ENSG00000001631.fasta,prank,0.000790246105215624
ENSG00000002016.fasta,tri-mg,0.000198570293884035
ENSG00000002016.fasta,clustalo,0.0045671167593328
ENSG00000002016.fasta,macse,0.00138999205718824
ENSG00000002016.fasta,mafft,0.000198570293884035
ENSG00000002016.fasta,prank,0.00138999205718824
ENSG00000002330.fasta,tri-mg,0.003125
ENSG00000002330.fasta,clustalo,0.000446428571428571
ENSG00000002330.fasta,macse,0.000446428571428571
ENSG00000002330.fasta,mafft,0.000446428571428571
ENSG00000002330.fasta,prank,0.000446428571428571
ENSG00000002549.fasta,tri-mg,0.000160513643659711
ENSG00000002549.fasta,clustalo,0.000160513643659711
ENSG00000002549.fasta,macse,0.000160513643659711
ENSG00000002549.fasta,mafft,0.000160513643659711
ENSG00000002549.fasta,prank,0.000160513643659711
ENSG00000002587.fasta,tri-mg,0.0018626929217669
ENSG00000002587.fasta,clustalo,0.0327301756253326
ENSG00000002587.fasta,macse,0.0311335816923896
ENSG00000002587.fasta,mafft,0.0258116019159127
ENSG00000002587.fasta,prank,0.00824906865353912
ENSG00000002745.fasta,tri-mg,0.00956820412168793
ENSG00000002745.fasta,clustalo,0.163640824337586
ENSG00000002745.fasta,macse,0.137144259077527
ENSG00000002745.fasta,mafft,0.15333660451423
ENSG00000002745.fasta,prank,0.000245338567222767
ENSG00000002834.fasta,tri-mg,0.000305623471882641
ENSG00000002834.fasta,clustalo,0.000305623471882641
ENSG00000002834.fasta,macse,0.000305623471882641
ENSG00000002834.fasta,mafft,0.000305623471882641
ENSG00000002834.fasta,prank,0.000305623471882641
ENSG00000002933.fasta,tri-mg,0.0066340782122905
ENSG00000002933.fasta,clustalo,0.193086592178771
ENSG00000002933.fasta,macse,0.035963687150838
ENSG00000002933.fasta,mafft,0.0240921787709497
ENSG00000002933.fasta,prank,0.0066340782122905
ENSG00000003056.fasta,tri-mg,0.00033921302578019
ENSG00000003056.fasta,clustalo,0.140094979647218
ENSG00000003056.fasta,macse,0.0959972862957938
ENSG00000003056.fasta,mafft,0.140094979647218
ENSG00000003056.fasta,prank,0.0654681139755767
ENSG00000003137.fasta,tri-mg,0.000162548764629389
ENSG00000003137.fasta,clustalo,0.00211313394018205
ENSG00000003137.fasta,macse,0.000162548764629389
ENSG00000003137.fasta,mafft,0.000162548764629389
ENSG00000003137.fasta,prank,0.000162548764629389
ENSG00000003402.fasta,tri-mg,0.000167785234899329
ENSG00000003402.fasta,clustalo,0.000167785234899329
ENSG00000003402.fasta,macse,0.000167785234899329
ENSG00000003402.fasta,mafft,0.000167785234899329
ENSG00000003402.fasta,prank,0.000167785234899329
ENSG00000003436.fasta,tri-mg,0.00187768240343348
ENSG00000003436.fasta,clustalo,0.00187768240343348
ENSG00000003436.fasta,macse,0.00187768240343348
ENSG00000003436.fasta,mafft,0.00187768240343348
ENSG00000003436.fasta,prank,0.00187768240343348
ENSG00000003509.fasta,tri-mg,0.00144687887556842
ENSG00000003509.fasta,clustalo,0.0229433650268706
ENSG00000003509.fasta,macse,0.0258371227780074
ENSG00000003509.fasta,mafft,0.00268706076891277
ENSG00000003509.fasta,prank,0.0861926415874328
ENSG00000003756.fasta,tri-mg,0.00010148163182464
ENSG00000003756.fasta,clustalo,0.000710371422772478
ENSG00000003756.fasta,macse,0.000710371422772478
ENSG00000003756.fasta,mafft,0.00131926121372032
ENSG00000003756.fasta,prank,0.00131926121372032
ENSG00000003987.fasta,tri-mg,0.00153301886792453
ENSG00000003987.fasta,clustalo,0.000825471698113208
